#uidA	uidB	altA	altB	aliasA	aliasB	method	author	pmids	taxa	taxb	interactionType	sourcedb	interactionIdentifier	confidence	expansion	biological_role_A	biological_role_B	experimental_role_A	experimental_role_B	interactor_type_A	interactor_type_B	xrefs_A	xrefs_B	xrefs_Interaction	Annotations_A	Annotations_B	Annotations_Interaction	Host_organism_taxid	parameters_Interaction	Creation_date	Update_date	Checksum_A	Checksum_B	Checksum_Interaction	Negative	OriginalReferenceA	OriginalReferenceB	FinalReferenceA	FinalReferenceB	MappingScoreA	MappingScoreB	irogida	irogidb	irigid	crogida	crogidb	crigid	icrogida	icrogidb	icrigid	imex_id	edgetype	numParticipants
uniprotkb:P20823	uniprotkb:F1D8T1	entrezgene/locuslink:100233228|entrezgene/locuslink:4341|entrezgene/locuslink:6927|rogid:T/hHqwjDiZ9hytsn6n8a9oQt+EQ9606|irogid:4133962	entrezgene/locuslink:284743|entrezgene/locuslink:3172|entrezgene/locuslink:4339|rogid:lul0rM/fHNAVsH3ZizbMOXPPL0k9606|irogid:2946713	hgnc:HNF1A|uniprotkb:HNF1A_HUMAN|crogid:/YgpAWvr/qDN04xwgkEKFJW41pI9606|icrogid:22340769	hgnc:HNF4A|uniprotkb:F1D8T1_HUMAN|uniprotkb:HNF4A_HUMAN|crogid:lul0rM/fHNAVsH3ZizbMOXPPL0k9606|icrogid:2946713	MI:0064(interologs mapping)	-	pubmed:15657099	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0191(aggregation)	MI:0000(ophid)	ophid:-|rigid:W4y6WGn9TU7NZfCSJB5T/ZSGj6g|edgetype:X	hpr:47500|lpr:2|np:2	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:T/hHqwjDiZ9hytsn6n8a9oQt+EQ9606	rogid:lul0rM/fHNAVsH3ZizbMOXPPL0k9606	rigid:W4y6WGn9TU7NZfCSJB5T/ZSGj6g	false	Swiss-Prot:P20823	Swiss-Prot:P41235	uniprotkb:P20823	uniprotkb:P41235	PD	PD	4133962	2946713	1095605	/YgpAWvr/qDN04xwgkEKFJW41pI9606	lul0rM/fHNAVsH3ZizbMOXPPL0k9606	j6ngx/laTfvpc7tL48PTGJkPv4Q	22340769	2946713	1453794	-	X	2
uniprotkb:Q5RL73	uniprotkb:Q12988	entrezgene/locuslink:84060|refseq:NM_032120|refseq:NP_115496|rogid:BnBn7WG9pDLy56v88coNY6I9waI9606|irogid:1258659	entrezgene/locuslink:112573|entrezgene/locuslink:115842|entrezgene/locuslink:8988|rogid:g8JQ9Pld5s4HQdM+yJrMv7qgf+Y9606|irogid:2012175	hgnc:RBM48|uniprotkb:RBM48_HUMAN|crogid:1il9Vt0U6BcSfvF4H4CQpbemKKE9606|icrogid:23415319	hgnc:HSPB3|uniprotkb:HSPB3_HUMAN|uniprotkb:Q6ICS9_HUMAN|crogid:g8JQ9Pld5s4HQdM+yJrMv7qgf+Y9606|icrogid:2012175	MI:0064(interologs mapping)	-	pubmed:15657099	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0191(aggregation)	MI:0000(ophid)	ophid:-|rigid:Cfa91qZgSvOKyM6Ng6Fd8EIjZI4|edgetype:X	hpr:47500|lpr:6860|np:2	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:BnBn7WG9pDLy56v88coNY6I9waI9606	rogid:g8JQ9Pld5s4HQdM+yJrMv7qgf+Y9606	rigid:Cfa91qZgSvOKyM6Ng6Fd8EIjZI4	false	Swiss-Prot:Q8IYW7	Swiss-Prot:Q12988	uniprotkb:Q5RL73	uniprotkb:Q12988	PUD	PD	1258659	2012175	758968	1il9Vt0U6BcSfvF4H4CQpbemKKE9606	g8JQ9Pld5s4HQdM+yJrMv7qgf+Y9606	3iM4vy55+Go/F/4RniUL1tyG5XM	23415319	2012175	1263299	-	X	2
uniprotkb:P20823	uniprotkb:F1D8T1	entrezgene/locuslink:100233228|entrezgene/locuslink:4341|entrezgene/locuslink:6927|rogid:T/hHqwjDiZ9hytsn6n8a9oQt+EQ9606|irogid:4133962	entrezgene/locuslink:284743|entrezgene/locuslink:3172|entrezgene/locuslink:4339|rogid:lul0rM/fHNAVsH3ZizbMOXPPL0k9606|irogid:2946713	hgnc:HNF1A|uniprotkb:HNF1A_HUMAN|crogid:/YgpAWvr/qDN04xwgkEKFJW41pI9606|icrogid:22340769	hgnc:HNF4A|uniprotkb:F1D8T1_HUMAN|uniprotkb:HNF4A_HUMAN|crogid:lul0rM/fHNAVsH3ZizbMOXPPL0k9606|icrogid:2946713	MI:0024(confirmational text mining)	-	pubmed:9792724	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0191(aggregation)	MI:0000(ophid)	ophid:-|rigid:W4y6WGn9TU7NZfCSJB5T/ZSGj6g|edgetype:X	hpr:47500|lpr:2|np:2	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:T/hHqwjDiZ9hytsn6n8a9oQt+EQ9606	rogid:lul0rM/fHNAVsH3ZizbMOXPPL0k9606	rigid:W4y6WGn9TU7NZfCSJB5T/ZSGj6g	false	Swiss-Prot:P20823	Swiss-Prot:P41235	uniprotkb:P20823	uniprotkb:P41235	PD	PD	4133962	2946713	1095605	/YgpAWvr/qDN04xwgkEKFJW41pI9606	lul0rM/fHNAVsH3ZizbMOXPPL0k9606	j6ngx/laTfvpc7tL48PTGJkPv4Q	22340769	2946713	1453794	-	X	2
uniprotkb:Q5RL73	uniprotkb:Q12972	entrezgene/locuslink:84060|refseq:NM_032120|refseq:NP_115496|rogid:BnBn7WG9pDLy56v88coNY6I9waI9606|irogid:1258659	entrezgene/locuslink:29029|entrezgene/locuslink:5511|genbank_protein_gi:13699256|rogid:vvLrx9wP0nm6A4K8ibVYajoC/MA9606|irogid:4602573	hgnc:RBM48|uniprotkb:RBM48_HUMAN|crogid:1il9Vt0U6BcSfvF4H4CQpbemKKE9606|icrogid:23415319	hgnc:PPP1R8|uniprotkb:PP1R8_HUMAN|crogid:O8fwLibIFj/N4NXAqTdj8cRGMQY9606|icrogid:34639725	MI:0064(interologs mapping)	-	pubmed:15657099	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0191(aggregation)	MI:0000(ophid)	ophid:-|rigid:uF/KdAS0ib2+JdurSpQkLt/EUWI|edgetype:X	hpr:47500|lpr:6860|np:2	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:BnBn7WG9pDLy56v88coNY6I9waI9606	rogid:vvLrx9wP0nm6A4K8ibVYajoC/MA9606	rigid:uF/KdAS0ib2+JdurSpQkLt/EUWI	false	Swiss-Prot:Q8IYW7	Swiss-Prot:Q12972	uniprotkb:Q5RL73	uniprotkb:Q12972	PUD	PD	1258659	4602573	1065849	1il9Vt0U6BcSfvF4H4CQpbemKKE9606	O8fwLibIFj/N4NXAqTdj8cRGMQY9606	7HlLoOXOuH+JQxif9pthUvDmDLo	23415319	34639725	1279590	-	X	2
uniprotkb:P20823	uniprotkb:F1D8T1	entrezgene/locuslink:100233228|entrezgene/locuslink:4341|entrezgene/locuslink:6927|rogid:T/hHqwjDiZ9hytsn6n8a9oQt+EQ9606|irogid:4133962	entrezgene/locuslink:284743|entrezgene/locuslink:3172|entrezgene/locuslink:4339|rogid:lul0rM/fHNAVsH3ZizbMOXPPL0k9606|irogid:2946713	hgnc:HNF1A|uniprotkb:HNF1A_HUMAN|crogid:/YgpAWvr/qDN04xwgkEKFJW41pI9606|icrogid:22340769	hgnc:HNF4A|uniprotkb:F1D8T1_HUMAN|uniprotkb:HNF4A_HUMAN|crogid:lul0rM/fHNAVsH3ZizbMOXPPL0k9606|icrogid:2946713	MI:0064(interologs mapping)	-	pubmed:15657099	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0191(aggregation)	MI:0000(ophid)	ophid:-|rigid:W4y6WGn9TU7NZfCSJB5T/ZSGj6g|edgetype:X	hpr:47500|lpr:2|np:2	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:T/hHqwjDiZ9hytsn6n8a9oQt+EQ9606	rogid:lul0rM/fHNAVsH3ZizbMOXPPL0k9606	rigid:W4y6WGn9TU7NZfCSJB5T/ZSGj6g	false	Swiss-Prot:P20823	Swiss-Prot:P41235	uniprotkb:P20823	uniprotkb:P41235	PD	PD	4133962	2946713	1095605	/YgpAWvr/qDN04xwgkEKFJW41pI9606	lul0rM/fHNAVsH3ZizbMOXPPL0k9606	j6ngx/laTfvpc7tL48PTGJkPv4Q	22340769	2946713	1453794	-	X	2
uniprotkb:Q5RL73	uniprotkb:P42568	entrezgene/locuslink:84060|refseq:NM_032120|refseq:NP_115496|rogid:BnBn7WG9pDLy56v88coNY6I9waI9606|irogid:1258659	entrezgene/locuslink:4300|refseq:NP_004520|uniprotkb:P42568|rogid:Z+g2iDUI+CzIrL7bMjY11hYKywQ9606|irogid:5121081	hgnc:RBM48|uniprotkb:RBM48_HUMAN|crogid:1il9Vt0U6BcSfvF4H4CQpbemKKE9606|icrogid:23415319	hgnc:MLLT3|uniprotkb:AF9_HUMAN|crogid:N9WfUHajoxbXbx7A7P4twMcsq2w9606|icrogid:3171279	MI:0064(interologs mapping)	-	pubmed:15657099	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0191(aggregation)	MI:0000(ophid)	ophid:-|rigid:Cyued+FcITzQF1znVv/3adQQs8k|edgetype:X	hpr:47500|lpr:6860|np:2	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:BnBn7WG9pDLy56v88coNY6I9waI9606	rogid:Z+g2iDUI+CzIrL7bMjY11hYKywQ9606	rigid:Cyued+FcITzQF1znVv/3adQQs8k	false	Swiss-Prot:Q8IYW7	Swiss-Prot:P42568	uniprotkb:Q5RL73	uniprotkb:P42568	PUD	PD	1258659	5121081	769308	1il9Vt0U6BcSfvF4H4CQpbemKKE9606	N9WfUHajoxbXbx7A7P4twMcsq2w9606	iL+OOAKAWM4IlsWUVgebIJ8PzyM	23415319	3171279	1450264	-	X	2
refseq:NP_203698	uniprotkb:P47736	entrezgene/locuslink:983|refseq:NP_203698|rogid:SKkKC1pYdWsHYiEcr2hlQKCRVQc9606|irogid:4050459	entrezgene/locuslink:5909|entrezgene/locuslink:9676|refseq:NM_002885|rogid:bvcigCfiV//wfZJOxaeQm17r3F49606|irogid:1300297	hgnc:CDK1|crogid:8geyXVp0Rpm8sG8I76/XgWsZ4JA9606|icrogid:857930	hgnc:RAP1GAP|uniprotkb:RPGP1_HUMAN|crogid:1GppGHK64V3On4LUiccFflaJrOs9606|icrogid:280597	MI:0492(in vitro)	-	pubmed:1406653	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)	hprd:-|rigid:v8QOuMAF8owi6DfsH64GL6P4N9c|edgetype:X	hpr:2|lpr:2|np:1	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:SKkKC1pYdWsHYiEcr2hlQKCRVQc9606	rogid:bvcigCfiV//wfZJOxaeQm17r3F49606	rigid:v8QOuMAF8owi6DfsH64GL6P4N9c	false	entrezgene:983	entrezgene:5909	refseq:NP_203698	refseq:NP_002876	SGD+O	STGD+O	4050459	1300297	1509525	8geyXVp0Rpm8sG8I76/XgWsZ4JA9606	1GppGHK64V3On4LUiccFflaJrOs9606	UFCXVQNqcEvoFgte5KFKeY51ytk	857930	280597	1385524	-	X	2
uniprotkb:Q5RL73	uniprotkb:P42568	entrezgene/locuslink:84060|refseq:NM_032120|refseq:NP_115496|rogid:BnBn7WG9pDLy56v88coNY6I9waI9606|irogid:1258659	entrezgene/locuslink:4300|refseq:NP_004520|uniprotkb:P42568|rogid:Z+g2iDUI+CzIrL7bMjY11hYKywQ9606|irogid:5121081	hgnc:RBM48|uniprotkb:RBM48_HUMAN|crogid:1il9Vt0U6BcSfvF4H4CQpbemKKE9606|icrogid:23415319	hgnc:MLLT3|uniprotkb:AF9_HUMAN|crogid:N9WfUHajoxbXbx7A7P4twMcsq2w9606|icrogid:3171279	MI:0064(interologs mapping)	-	pubmed:15657099	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0191(aggregation)	MI:0000(ophid)	ophid:-|rigid:Cyued+FcITzQF1znVv/3adQQs8k|edgetype:X	hpr:47500|lpr:6860|np:2	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:BnBn7WG9pDLy56v88coNY6I9waI9606	rogid:Z+g2iDUI+CzIrL7bMjY11hYKywQ9606	rigid:Cyued+FcITzQF1znVv/3adQQs8k	false	Swiss-Prot:Q8IYW7	Swiss-Prot:P42568	uniprotkb:Q5RL73	uniprotkb:P42568	PUD	PD	1258659	5121081	769308	1il9Vt0U6BcSfvF4H4CQpbemKKE9606	N9WfUHajoxbXbx7A7P4twMcsq2w9606	iL+OOAKAWM4IlsWUVgebIJ8PzyM	23415319	3171279	1450264	-	X	2
uniprotkb:Q7CLB1	uniprotkb:Q15276	entrezgene/locuslink:1145050|entrezgene/locuslink:1172888|entrezgene/locuslink:2766260|rogid:DFSylU3fdvQugjKDCGmQic4raK0632|irogid:8444995	entrezgene/locuslink:9135|genbank_protein_gi:31377798|refseq:NP_004694|rogid:FDHgN8w6jbAPC3iQfeLY6sdLkrs9606|irogid:1868729	hgnc:spoT|uniprotkb:Q7CLB1_YERPE|crogid:DFSylU3fdvQugjKDCGmQic4raK0632|icrogid:8444995	hgnc:RABEP1|uniprotkb:RABE1_HUMAN|crogid:FDHgN8w6jbAPC3iQfeLY6sdLkrs9606|icrogid:1868729	MI:0398(two hybrid pooling approach)	dyer-2010-1	pubmed:20711500	taxid:632(Yersinia pestis)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0469(intact)	intact:EBI-2856692|rigid:SGczah9RPbN7dqTZKUyT8BtgQUk|edgetype:X	hpr:8277|lpr:8277|np:1	none	MI:0499(unspecified role)	MI:0499(unspecified role)	MI:0496(bait)	MI:0498(prey)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	taxid:4932(Saccharomyces cerevisiae)	-	2013-03-02	2013-03-02	rogid:DFSylU3fdvQugjKDCGmQic4raK0632	rogid:FDHgN8w6jbAPC3iQfeLY6sdLkrs9606	rigid:SGczah9RPbN7dqTZKUyT8BtgQUk	false	uniprotkb:Q7CLB1	uniprotkb:Q15276	uniprotkb:Q7CLB1	uniprotkb:Q15276	P	P	8444995	1868729	1032393	DFSylU3fdvQugjKDCGmQic4raK0632	FDHgN8w6jbAPC3iQfeLY6sdLkrs9606	SGczah9RPbN7dqTZKUyT8BtgQUk	8444995	1868729	1032393	-	X	2
uniprotkb:Q5RL73	uniprotkb:Q16594	entrezgene/locuslink:84060|refseq:NM_032120|refseq:NP_115496|rogid:BnBn7WG9pDLy56v88coNY6I9waI9606|irogid:1258659	entrezgene/locuslink:51578|entrezgene/locuslink:6880|genbank_protein_gi:4507351|rogid:Drikn9IwpWQXbTTXGqwf1hlRNE09606|irogid:1611110	hgnc:RBM48|uniprotkb:RBM48_HUMAN|crogid:1il9Vt0U6BcSfvF4H4CQpbemKKE9606|icrogid:23415319	hgnc:TAF9|uniprotkb:TAF9_HUMAN|crogid:Drikn9IwpWQXbTTXGqwf1hlRNE09606|icrogid:1611110	MI:0064(interologs mapping)	-	pubmed:15657099	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0191(aggregation)	MI:0000(ophid)	ophid:-|rigid:wbNkuqB0L3uSBGtZH478+ng997Q|edgetype:X	hpr:47500|lpr:6860|np:2	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:BnBn7WG9pDLy56v88coNY6I9waI9606	rogid:Drikn9IwpWQXbTTXGqwf1hlRNE09606	rigid:wbNkuqB0L3uSBGtZH478+ng997Q	false	Swiss-Prot:Q8IYW7	Swiss-Prot:Q16594	uniprotkb:Q5RL73	uniprotkb:Q16594	PUD	PD	1258659	1611110	1097855	1il9Vt0U6BcSfvF4H4CQpbemKKE9606	Drikn9IwpWQXbTTXGqwf1hlRNE09606	KGI1tyJF9P6YSkZM8qrjSxKyRDw	23415319	1611110	1339702	-	X	2
uniprotkb:Q6ZRI6	uniprotkb:P05386	entrezgene/locuslink:56905|uniprotkb:Q6ZRI6|uniprotkb:Q8N3F2|rogid:VYd3afZ8a0S4gzUTVBYf5aTe7lw9606|irogid:14005896	entrezgene/locuslink:6176|genbank_protein_gi:4506669|refseq:NM_001003|rogid:rHSXz4ZCJy+JH6OrjUgHiTK85mo9606|irogid:3870887	hgnc:C15orf39|uniprotkb:CO039_HUMAN|crogid:VYd3afZ8a0S4gzUTVBYf5aTe7lw9606|icrogid:14005896	hgnc:RPLP1|uniprotkb:RLA1_HUMAN|crogid:4oHWoH/AO/3eEIzPfifs3kEFMdw9606|icrogid:24952896	MI:0064(interologs mapping)	-	pubmed:15657099	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0191(aggregation)	MI:0000(ophid)	ophid:-|rigid:AT+vjvyV8uetbWB2Xx05QHhpr70|edgetype:X	hpr:47500|lpr:6860|np:2	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:VYd3afZ8a0S4gzUTVBYf5aTe7lw9606	rogid:rHSXz4ZCJy+JH6OrjUgHiTK85mo9606	rigid:AT+vjvyV8uetbWB2Xx05QHhpr70	false	Swiss-Prot:Q8N3F2	Swiss-Prot:P05386	uniprotkb:Q6ZRI6	uniprotkb:P05386	PUD	PD	14005896	3870887	732327	VYd3afZ8a0S4gzUTVBYf5aTe7lw9606	4oHWoH/AO/3eEIzPfifs3kEFMdw9606	w/5lqjKdLcJvjgsnFVqFZBsx330	14005896	24952896	1513478	-	X	2
uniprotkb:Q5RL73	uniprotkb:P50591	entrezgene/locuslink:84060|refseq:NM_032120|refseq:NP_115496|rogid:BnBn7WG9pDLy56v88coNY6I9waI9606|irogid:1258659	entrezgene/locuslink:8743|genbank_protein_gi:4507593|refseq:NM_003810|rogid:hnOC/z7IWh8JRE86qlqUdVvNDUM9606|irogid:2251971	hgnc:RBM48|uniprotkb:RBM48_HUMAN|crogid:1il9Vt0U6BcSfvF4H4CQpbemKKE9606|icrogid:23415319	hgnc:TNFSF10|uniprotkb:Q6IBA9_HUMAN|uniprotkb:TNF10_HUMAN|crogid:hnOC/z7IWh8JRE86qlqUdVvNDUM9606|icrogid:2251971	MI:0064(interologs mapping)	-	pubmed:15657099	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0191(aggregation)	MI:0000(ophid)	ophid:-|rigid:B53BaGwzyUCP0U4J7zbDp+xLsig|edgetype:X	hpr:47500|lpr:6860|np:2	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:BnBn7WG9pDLy56v88coNY6I9waI9606	rogid:hnOC/z7IWh8JRE86qlqUdVvNDUM9606	rigid:B53BaGwzyUCP0U4J7zbDp+xLsig	false	Swiss-Prot:Q8IYW7	Swiss-Prot:P50591	uniprotkb:Q5RL73	uniprotkb:P50591	PUD	PD	1258659	2251971	737885	1il9Vt0U6BcSfvF4H4CQpbemKKE9606	hnOC/z7IWh8JRE86qlqUdVvNDUM9606	Fh6aPOaDtxN+uEWA15zRGK1SJBs	23415319	2251971	1318603	-	X	2
uniprotkb:P30793	uniprotkb:Q99880	entrezgene/locuslink:2643|entrezgene/locuslink:51658|entrezgene/locuslink:93984|rogid:9z/ipW7g2/eM/he2GvH8TndDK9I9606|irogid:988801	entrezgene/locuslink:8340|genbank_protein_gi:4504259|refseq:NP_003510|rogid:vVD3xoHavMKCopzEez7zarZBKFc9606|irogid:4601257	hgnc:GCH1|uniprotkb:GCH1_HUMAN|crogid:9z/ipW7g2/eM/he2GvH8TndDK9I9606|icrogid:988801	hgnc:HIST1H2BL|uniprotkb:H2B1L_HUMAN|crogid:vVD3xoHavMKCopzEez7zarZBKFc9606|icrogid:4601257	MI:0064(interologs mapping)	-	pubmed:15657099	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0191(aggregation)	MI:0000(ophid)	ophid:-|rigid:Ya/rL3jBy3VT1NZibtp82LCumiM|edgetype:X	hpr:47500|lpr:47500|np:1	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:9z/ipW7g2/eM/he2GvH8TndDK9I9606	rogid:vVD3xoHavMKCopzEez7zarZBKFc9606	rigid:Ya/rL3jBy3VT1NZibtp82LCumiM	false	Swiss-Prot:P30793	Swiss-Prot:Q99880	uniprotkb:P30793	uniprotkb:Q99880	PD	PD	988801	4601257	1131283	9z/ipW7g2/eM/he2GvH8TndDK9I9606	vVD3xoHavMKCopzEez7zarZBKFc9606	Ya/rL3jBy3VT1NZibtp82LCumiM	988801	4601257	1131283	-	X	2
uniprotkb:Q5RL73	uniprotkb:P17028	entrezgene/locuslink:84060|refseq:NM_032120|refseq:NP_115496|rogid:BnBn7WG9pDLy56v88coNY6I9waI9606|irogid:1258659	entrezgene/locuslink:7572|entrezgene/locuslink:7744|refseq:NP_008896|rogid:JkUMu2FtBQTBFKK1fj5wxMA1bjQ9606|irogid:5435511	hgnc:RBM48|uniprotkb:RBM48_HUMAN|crogid:1il9Vt0U6BcSfvF4H4CQpbemKKE9606|icrogid:23415319	hgnc:ZNF24|uniprotkb:ZNF24_HUMAN|crogid:JkUMu2FtBQTBFKK1fj5wxMA1bjQ9606|icrogid:5435511	MI:0064(interologs mapping)	-	pubmed:15657099	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0191(aggregation)	MI:0000(ophid)	ophid:-|rigid:DrtGcRG87hwfzf/GtoQdlZwf4VM|edgetype:X	hpr:47500|lpr:6860|np:2	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:BnBn7WG9pDLy56v88coNY6I9waI9606	rogid:JkUMu2FtBQTBFKK1fj5wxMA1bjQ9606	rigid:DrtGcRG87hwfzf/GtoQdlZwf4VM	false	Swiss-Prot:Q8IYW7	Swiss-Prot:P17028	uniprotkb:Q5RL73	uniprotkb:P17028	PUD	PD	1258659	5435511	782661	1il9Vt0U6BcSfvF4H4CQpbemKKE9606	JkUMu2FtBQTBFKK1fj5wxMA1bjQ9606	Z+pEIWG0azx85X0h2lFexCS50Vk	23415319	5435511	1407277	-	X	2
uniprotkb:B2RDF2	uniprotkb:P16104	entrezgene/locuslink:23481|refseq:NP_055118|uniprotkb:B2RDF2|rogid:Nq1SJ37kJfe+vF9zmNASz1gnbfY9606|irogid:3254823	entrezgene/locuslink:115272|entrezgene/locuslink:3014|genbank_protein_gi:4504253|rogid:VQoEp3F8lEBTOj+PDDUzrJCQNZA9606|irogid:4577390	hgnc:PES1|uniprotkb:B2RDF2_HUMAN|uniprotkb:PESC_HUMAN|crogid:Nq1SJ37kJfe+vF9zmNASz1gnbfY9606|icrogid:3254823	hgnc:H2AFX|uniprotkb:H2AX_HUMAN|crogid:VQoEp3F8lEBTOj+PDDUzrJCQNZA9606|icrogid:4577390	MI:0064(interologs mapping)	-	pubmed:15657099	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0191(aggregation)	MI:0000(ophid)	ophid:-|rigid:jKYA769NhAgbV5EalWUKAvHMALE|edgetype:X	hpr:47500|lpr:47500|np:1	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:Nq1SJ37kJfe+vF9zmNASz1gnbfY9606	rogid:VQoEp3F8lEBTOj+PDDUzrJCQNZA9606	rigid:jKYA769NhAgbV5EalWUKAvHMALE	false	Swiss-Prot:O00541	Swiss-Prot:P16104	uniprotkb:O00541	uniprotkb:P16104	PD	PD	3254823	4577390	881571	Nq1SJ37kJfe+vF9zmNASz1gnbfY9606	VQoEp3F8lEBTOj+PDDUzrJCQNZA9606	jKYA769NhAgbV5EalWUKAvHMALE	3254823	4577390	881571	-	X	2
uniprotkb:Q5RL73	uniprotkb:Q9C0J8	entrezgene/locuslink:84060|refseq:NM_032120|refseq:NP_115496|rogid:BnBn7WG9pDLy56v88coNY6I9waI9606|irogid:1258659	entrezgene/locuslink:55339|refseq:NP_060853|uniprotkb:Q6NUQ0|rogid:FzGeASJyKaYaqFQfFBYby692REg9606|irogid:1981884	hgnc:RBM48|uniprotkb:RBM48_HUMAN|crogid:1il9Vt0U6BcSfvF4H4CQpbemKKE9606|icrogid:23415319	hgnc:WDR33|uniprotkb:WDR33_HUMAN|crogid:FzGeASJyKaYaqFQfFBYby692REg9606|icrogid:1981884	MI:0064(interologs mapping)	-	pubmed:15657099	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0191(aggregation)	MI:0000(ophid)	ophid:-|rigid:QFXFFKdWsPnsZjJcFQi1ld6iSgI|edgetype:X	hpr:47500|lpr:6860|np:2	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:BnBn7WG9pDLy56v88coNY6I9waI9606	rogid:FzGeASJyKaYaqFQfFBYby692REg9606	rigid:QFXFFKdWsPnsZjJcFQi1ld6iSgI	false	Swiss-Prot:Q8IYW7	Swiss-Prot:Q9C0J8	uniprotkb:Q5RL73	uniprotkb:Q9C0J8	PUD	PD	1258659	1981884	998231	1il9Vt0U6BcSfvF4H4CQpbemKKE9606	FzGeASJyKaYaqFQfFBYby692REg9606	PVEO1+f+IzSWOm2yMIpmUZ81Rco	23415319	1981884	1363677	-	X	2
