UniProt/SwissProt Accession	HGNC symbol
Q9NWZ3	IRAK4
P49238	CX3CR1
Q99622	C12orf57
Q93038	TNFRSF25
P52907	CAPZA1
P47897	QARS
P18583	SON
O95985	TOP3B
Q3SXM5	HSDL1
Q86UV7	TRIM73
Q86UV7	TRIM73
Q9P0N9	TBC1D7
Q16611	BAK1
Q86UV7	TRIM73
Q8N9Z9	IFLTD1
P23368	ME2
Q86UV6	TRIM73
O75871	CEACAM4
Q9P0N9	TBC1D7
Q99944	EGFL8
Q99944	EGFL8
Q8N9Z9	IFLTD1
Q8N9Z9	IFLTD1
P00966	ASS1
Q9NWZ3	IRAK4
P00966	ASS1
O00308	WWP2
Q8NB15	ZNF511
O00308	WWP2
Q9P0N9	TBC1D7
O00308	WWP2
Q9P0N9	TBC1D7
Q8TCB7	METTL6
Q8TCB7	METTL6
Q14002	CEACAM7
Q14002	CEACAM7
Q9H777	ELAC1
Q9NWZ3	IRAK4
Q9UBX8	B4GALT6
Q14160	SCRIB
P40199	CEACAM7
P51685	CCR8
Q9NWZ3	IRAK4
Q3SY17	MCART2
Q8NEP3	DNAAF1
Q6ZUT9	DENND5B
Q9NTG7	SIRT3
P10589	NR2F1
P00966	ASS1
Q13485	SMAD4
Q13485	SMAD4
Q96M86	DNHD1
Q7Z6M1	RABEPK
Q9UPZ9	ICK
Q9UPZ9	ICK
Q7Z6M1	RABEPK
Q9BQW3	EBF4
Q9P0M6	H2AFY2
P00966	ASS1
Q8TDQ0	HAVCR2
Q9H2L4	TMEM60
O43280	TREH
Q8TCU5	GRIN3A
Q9BYT9	ANO3
Q5U5Q3	MEX3C
Q08629	SPOCK1
Q9Y2L5	TRAPPC8
Q96LZ3	PPP3R2
Q08629	SPOCK1
Q9Y342	PLLP
Q9HCE1	MOV10
A6NF01	POM121C
A8CG34	POM121C
P35249	RFC4
P61221	ABCE1
Q9HCE1	MOV10
A6NF01	POM121C
Q96SM3	CPXM1
O00626	CCL22
Q9H0D6	XRN2
P06681	C2
P35249	RFC4
P43146	DCC
P78423	CX3CL1
Q9HCE1	MOV10
O43556	SGCE
Q9H2A3	NEUROG2
A5PKW4	PSD
Q5BJD5	TMEM41B
P59051	NCRNA00257
Q99943	AGPAT1
P25786	PSMA1
Q96M86	DNHD1
Q99943	AGPAT1
Q9Y606	PUS1
Q99943	AGPAT1
Q99943	AGPAT1
A5PKW4	PSD
Q9HCE1	MOV10
P20062	TCN2
Q8WUF8	FAM172A
Q8N3S3	PHTF2
Q96DW6	SLC25A38
Q8TBZ5	ZNF502
P29350	PTPN6
Q8TBZ5	ZNF502
Q99943	AGPAT1
Q8TBZ5	ZNF502
Q99943	AGPAT1
Q8TBZ5	ZNF502
P06731	CEACAM5
Q6ICL7	SLC35E4
P06731	CEACAM5
Q9Y255	PRELID1
Q9H2Z4	NKX2-4
Q8N3S3	PHTF2
O94855	SEC24D
P08865	RPSA
Q8NEJ0	DUSP18
Q8NEJ0	DUSP18
Q96DM3	C18orf8
P40199	CEACAM6
Q8NEJ0	DUSP18
Q6ZU11	C4orf21
Q9NRZ9	HELLS
Q8NEJ0	DUSP18
P05114	HMGN1
P40198	CEACAM3
Q86YA3	C4orf21
O95096	NKX2-2
Q8TF68	ZNF384
O43513	MED7
Q8TF68	ZNF384
O43513	MED7
P15863	PAX1
O15068	MCF2L
Q6UWN0	LYPD4
P47870	GABRB2
Q96CX3	ZNF501
Q8N142	ADSSL1
Q1L5Z9	LONRF2
Q8NHQ8	RASSF8
P47870	GABRB2
Q8IXT2	DMRTC2
Q9Y261	FOXA2
Q9Y261	FOXA2
P39019	RPS19
O15118	NPC1
Q9Y261	FOXA2
P47870	GABRB2
Q9UBB5	MBD2
P11912	CD79A
Q12907	LMAN2
Q96HZ7	C21orf119
B1AMM8	C9orf107
Q9NYX4	CALY
Q9H3S7	PTPN23
Q9UNA4	POLI
Q9UNA4	POLI
Q86TG7	PEG10
Q96M02	C10orf90
Q13324	CRHR2
O75899	GABBR2
Q86TG7	PEG10
P59095	STARD6
P38646	HSPA9
O15068	MCF2L
Q969R2	OSBP2
Q92888	ARHGEF1
Q9BRQ8	AIFM2
P58658	C21orf63
Q92888	ARHGEF1
Q8N387	MUC15
Q8IYD9	C18orf54
Q9BRQ8	AIFM2
Q9H999	PANK3
Q13875	MOBP
Q8N1N2	C18orf26
Q8NHW3	MAFA
Q8N387	MUC15
P12018	VPREB1
O00194	RAB27B
Q00765	REEP5
Q92583	CCL17
Q86YH2	ZNF280B
Q86YH2	ZNF280B
Q5JNZ3	ZNF311
Q13875	MOBP
Q9P202	DFNB31
Q08881	ITK
Q13875	MOBP
P59817	ZNF280A
P31391	SSTR4
Q9Y3N9	OR2W1
Q9UK97	FBXO9
O76000	OR2B3
P07204	THBD
O76001	OR2J3
Q8IXZ2	ZC3H3
P08134	RHOC
O76002	OR2J2
Q9H2F9	CCDC68
Q9UH77	KLHL3
Q9H2F9	CCDC68
P08134	RHOC
Q9UGF6	OR5V1
Q96LM5	C4orf45
Q9UGF6	OR5V1
Q5SQS7	SH2D4B
Q8N6D5	ANKRD29
P08134	RHOC
Q9NPY3	CD93
Q9UGF7	OR12D3
P58182	OR12D2
Q96KK4	OR10C1
P08134	RHOC
O15041	SEMA3E
Q9UKK6	NXT1
P08134	RHOC
Q96L91	EP400
Q9GZK7	OR11A1
Q9GZK7	OR11A1
P08134	RHOC
Q9GZK4	OR2H1
Q9GZK4	OR2H1
O00258	WRB
Q02790	FKBP4
Q9H116	GZF1
Q9GZK4	OR2H1
Q96EQ8	RNF125
Q9H1Q7	FAM113A
Q9GZK4	OR2H1
Q9H116	GZF1
Q9ULJ8	PPP1R9A
P35410	MAS1L
Q9ULJ8	PPP1R9A
P08134	RHOC
Q2PZI1	DPY19L1
Q9UI14	RABAC1
O95373	IPO7
P26196	DDX6
Q8WVD3	RNF138
P56975	NRG3
Q5YKI7	GGNBP1
Q96AT1	KIAA1143
Q9Y4G8	RAPGEF2
O94851	MICAL2
P78395	PRAME
Q1EHB4	SLC5A12
P78395	PRAME
Q6FI81	CIAPIN1
Q96JC9	EAF1
P78395	PRAME
Q9H115	NAPB
O15460	P4HA2
O43529	CHST10
O43529	CHST10
Q8IV33	KIAA0825
P28702	RXRB
Q8WVE6	TMEM171
O15460	P4HA2
Q8IV33	KIAA0825
P78395	PRAME
P78395	PRAME
A5YKK6	CNOT1
Q2T9J0	TYSND1
Q9NYP3	DONSON
Q15848	ADIPOQ
Q15572	TAF1C
Q15848	ADIPOQ
O43566	RGS14
Q15848	ADIPOQ
O15460	P4HA2
Q8WUU8	TMEM174
Q9HAV4	XPO5
Q15572	TAF1C
P15884	TCF4
O75094	SLIT3
P15907	ST6GAL1
Q99942	RNF5
Q96NZ9	PRAP1
P13637	ATP1A3
Q9Y6X9	MORC2
Q16820	MEP1B
Q8TAL6	FIBIN
Q96NZ9	PRAP1
P15907	ST6GAL1
Q96I24	FUBP3
O95447	LCA5L
Q14093	CYLC2
Q9H706	FAM59A
O95447	LCA5L
P11021	HSPA5
Q14093	CYLC2
P57764	GSDMD
Q9H269	VPS16
Q9H114	CSTL1
Q15695	ZRSR1
Q96GN5	CDCA7L
O75936	BBOX1
Q9NS87	KIF15
Q9H114	CSTL1
Q7LGC8	CHST3
P32302	CXCR5
Q01804	OTUD4
Q9H112	CST11
Q9BZL3	C5orf62
Q16787	LAMA3
A1A4Y4	IRGM
O95447	LCA5L
P68363	TUBA1B
O60676	CST8
Q5W188	CST9LP1
Q14390	GGTLC2
Q86UU0	BCL9L
B9A064	IGLL5
Q9H4G1	CST9L
Q96RE9	ZNF300
Q96RE9	ZNF300
P17174	GOT1
Q9UHP6	RTDR1
Q8IU60	DCP2
O43396	TXNL1
A5D8T8	CLEC18A
Q5H8A3	NMS
A5D8T8	CLEC18A
P19086	GNAZ
P19086	GNAZ
Q5JR12	PPM1J
P20290	BTF3
P27169	PON1
Q9C0J9	BHLHE41
P22352	GPX3
P55822	SH3BGR
O95755	RAB36
Q7Z5P9	MUC19
Q7Z5A8	FAM19A3
O15304	SIVA1
P53985	SLC16A1
Q9NR31	SAR1A
Q9NR31	SAR1A
O00291	HIP1
Q9NR31	SAR1A
Q9NR31	SAR1A
P98095	FBLN2
O95347	SMC2
Q9NR31	SAR1A
P53814	SMTN
Q96HJ3	CCDC34
O95347	SMC2
Q15109	AGER
Q8IXQ9	METTL20
Q8TDR4	TCP10L
A2VDF0	C10orf125
Q8IXQ9	METTL20
Q9H469	FBXL15
O95347	SMC2
O75348	ATP6V1G1
Q14573	ITPR3
Q8IXQ9	METTL20
Q9H469	FBXL15
Q16623	STX1A
Q16478	GRIK5
Q7Z4L0	COX8C
Q9Y4E6	WDR7
Q9H469	FBXL15
Q86XR5	PRIMA1
Q9H469	FBXL15
Q9H469	FBXL15
Q86XR5	PRIMA1
O75509	TNFRSF21
Q16445	GABRA6
Q16653	MOG
Q06495	SLC34A1
O95050	INMT
Q9Y2C3	B3GALT5
Q9Y2C3	B3GALT5
Q9Y2C3	B3GALT5
Q9Y2C3	B3GALT5
Q9HA47	UCK1
P59052	C21orf88
O94898	LRIG2
Q9BQI6	ANKRD32
Q15166	PON3
Q8N114	SHISA5
O94827	PLEKHG5
P0C0L4	C4A
Q9NSI5	IGSF5
P57076	C21orf59
Q5W186	CST9
Q9H467	CUEDC2
Q8IY45	AMN1
Q68DC2	ANKS6
Q6ZN55	ZNF574
Q6ZN55	ZNF574
P01034	CST3
P48539	PCP4
P30084	ECHS1
Q8NFW9	MYRIP
Q92563	SPOCK2
Q9P2G3	KLHL14
Q8NFW9	MYRIP
P01034	CST3
Q14C86	GAPVD1
P01034	CST3
Q9Y330	ZBTB12
O43173	ST8SIA3
Q9NXC2	GFOD1
P01036	CST4
Q4G0A6	FAM188B
Q5VZI3	C9orf91
P01037	CST1
Q8N9Y4	FAM181A
P01037	CST1
Q9H2J4	PDCL3
Q14C86	GAPVD1
Q6QHF9	PAOX
P09228	CST2
P28325	CST5
Q96JQ2	CLMN
Q9Y215	COLQ
P18433	PTPRA
Q5BJE1	C18orf34
Q92504	SLC39A7
Q9BX51	GGTLC1
Q969R8	ITFG2
Q9BX51	GGTLC1
Q92504	SLC39A7
Q5BJE1	C18orf34
Q9BX51	GGTLC1
Q8NBB4	ZSCAN1
Q9H7V2	SYNDIG1
Q14185	DOCK1
Q8NCV1	ADAD2
Q14714	SSPN
Q9H3K2	GHITM
Q71U36	TUBA1A
P30511	HLA-F
O76096	CST7
Q9NXA8	SIRT5
O76096	CST7
P52742	ZNF135
Q03001	DST
P08709	F7
P09086	POU2F2
Q969X5	ERGIC1
P08709	F7
Q8N475	FSTL5
Q99743	NPAS2
Q6ZN92	ZNF135
O95825	CRYZL1
Q9Y5L5	LENEP
Q8IYJ0	C12orf53
Q9Y5L5	LENEP
O60469	DSCAM
Q9Y5P4	COL4A3BP
Q9UMR3	TBX20
Q9HDC9	C20orf3
Q96LA9	MRGPRX4
O95948	ONECUT2
Q6P087	RPUSD3
Q9Y5K6	CD2AP
O15156	ZBTB7B
Q96Q27	ASB2
Q9H7T3	C10orf95
O15156	ZBTB7B
O15156	ZBTB7B
O95948	ONECUT2
Q9BXB1	LGR4
O00526	UPK2
P14867	GABRA1
Q96EH5	RPL39L
Q8TBC5	ZSCAN18
P14867	GABRA1
Q96EH5	RPL39L
Q9H4Q4	PRDM12
Q96EH5	RPL39L
P14867	GABRA1
Q8TBC5	ZSCAN18
P14867	GABRA1
Q8TAU0	NKX2-3
Q9NUB1	ACSS1
Q86UD4	ZNF329
P17693	HLA-G
Q6PIV2	FOXR1
P17693	HLA-G
Q5TCQ9	MAGI3
Q9C0F0	ASXL3
P14867	GABRA1
P29972	AQP1
P14867	GABRA1
P31749	AKT1
P11274	BCR
P22830	FECH
P59025	RTP1
Q96A46	SLC25A28
P31749	AKT1
Q8NEW7	TMIE
Q9Y5P4	COL4A3BP
Q9Y5P4	COL4A3BP
O75208	COQ9
P31749	AKT1
P40425	PBX2
O94818	NOL4
Q8WXF8	DEDD2
Q13151	HNRNPA0
O43776	NARS
Q8TF50	ZNF526
Q5T1A1	DCST2
Q9UI38	PRSS50
P52747	ZNF143
Q03001	DST
Q9UI38	PRSS50
P16189	HLA-A
P16190	HLA-A
P30512	HLA-A
P23508	MCC
Q9H9E1	ANKRA2
Q14CX5	TMEM180
Q9UNM6	PSMD13
Q9NP62	GCM1
Q9NZR4	VSX1
P48740	MASP1
Q9NZR4	VSX1
Q9UNM6	PSMD13
P49840	GSK3A
O95150	TNFSF15
Q96GC6	ZNF274
Q9NZR4	VSX1
Q96GC6	ZNF274
P49840	GSK3A
O43520	ATP8B1
Q96GC6	ZNF274
Q9NZR4	VSX1
Q9NZR4	VSX1
Q8TDN1	KCNG4
Q8TC56	FAM71B
Q6NX49	ZNF544
P00742	F10
Q15025	TNIP1
Q6NX49	ZNF544
Q13868	EXOSC2
P17098	ZNF8
Q9HC57	WFDC1
Q86UL8	MAGI2
Q9P1U0	ZNRD1
Q8WUI4	HDAC7
Q8WUI4	HDAC7
Q9P1U0	ZNRD1
P32971	TNFSF8
P22891	PROZ
Q9P1U0	ZNRD1
Q96HR8	NAF1
Q4G0J3	LARP7
Q9P1U0	ZNRD1
Q9BSE4	HERPUD2
Q03001	DST
Q9BSE4	HERPUD2
Q9Y5Z0	BACE2
Q15025	TNIP1
Q9Y5Z0	BACE2
Q9Y5Z0	BACE2
O60927	PPP1R11
Q8N9N2	ASCC1
Q5T197	DCST1
Q6VVB1	NHLRC1
Q9UBF9	MYOT
Q8WUI4	HDAC7
Q15735	INPP5J
Q4G0J3	LARP7
Q9UMS5	PHTF1
P10073	ZSCAN22
Q86XK3	SFR1
Q6ZTU2	EP400NL
O94966	USP19
O43159	RRP8
Q86XK3	SFR1
Q86XK3	SFR1
Q9NYP7	ELOVL5
P04217	A1BG
Q9UMS5	PHTF1
Q6ZNH5	ZNF497
O43426	SYNJ1
Q96EG3	ZNF837
P50548	ERF
Q9Y4J8	DTNA
O75185	ATP2C2
Q14563	SEMA3A
Q14563	SEMA3A
Q9BZY9	TRIM31
P51580	TPMT
P46782	RPS5
Q15181	PPA1
Q92506	HSD17B8
Q6ZTU2	EP400NL
P35542	SAA4
Q8IVC4	ZNF584
O43426	SYNJ1
Q96RK0	CIC
Q7RTY3	PRSS45
O43426	SYNJ1
P60673	PFN3
P52740	ZNF132
Q9Y4J8	DTNA
Q15102	PAFAH1B3
Q9Y4J8	DTNA
A6NJB7	PRR19
P24821	TNC
Q6AW86	ZNF324B
P24821	TNC
Q86UT8	CCDC84
O00755	WNT7A
Q9Y4H4	GPSM3
Q8NBT3	TMEM145
Q6P9F5	TRIM40
Q9Y4H4	GPSM3
A6NGR9	C8orf73
Q5BJF6	ODF2
Q13905	RAPGEF1
P18507	GABRG2
P00748	F12
P02735	SAA2
Q5JVF3	PCID2
P24821	TNC
P24821	TNC
P24821	TNC
Q14571	ITPR2
Q5JVF3	PCID2
Q5JVF3	PCID2
Q6ZMZ3	C14orf49
Q7Z5A4	PRSS42
Q9UDY6	TRIM10
Q13905	RAPGEF1
Q9NQZ7	ENTPD7
P62851	RPS25
Q7Z7M0	MEGF8
P08590	MYL3
P08590	MYL3
P02735	SAA1
P28702	RXRB
Q5VWQ0	RSBN1
P02735	SAA1
P61163	ACTR1A
Q9C019	TRIM15
Q92565	RAPGEF5
Q12792	TWF1
Q9BYD5	CNFN
O75354	ENTPD6
Q13838	DDX39B
Q15165	PON2
Q9UNX3	RPL26L1
Q05469	LIPE
P62899	RPL31
Q13838	DDX39B
Q8NB78	KDM1B
O43555	GNRH2
Q15165	PON2
P62899	RPL31
Q9BYN8	MRPS26
Q12899	TRIM26
Q9Y330	ZBTB12
Q12899	TRIM26
P01178	OXT
Q12899	TRIM26
Q13418	ILK
Q6DN14	MCTP1
Q96PU5	NEDD4L
P15814	IGLL1
P19387	POLR2C
P01185	AVP
Q8N8A6	DDX51
Q12860	CNTN1
P25929	NPY1R
Q15165	PON2
Q13418	ILK
Q9NZ20	PLA2G3
P50479	PDLIM4
P18615	RDBP
Q8IXK2	GALNT12
Q6PGQ1	C22orf43
Q6ZW33	MICALCL
Q13418	ILK
Q15761	NPY5R
Q9NUP9	LIN7C
Q9HCM9	TRIM39
Q99941	ATF6B
Q9Y2R2	PTPN22
Q9UHX1	PUF60
Q96F07	CYFIP2
Q96GF1	RNF185
Q12770	SCAP
Q6P9B6	KIAA1609
O94941	UBOX5
Q9UBW8	COPS7A
Q9UMY1	NOL7
Q9NTM9	CUTC
Q9BXA7	TSSK1B
P23560	BDNF
Q8NCN5	PDPR
Q9H0I9	TKTL2
A4D1E9	GTPBP10
P23560	BDNF
O60739	EIF1B
Q9Y296	TRAPPC4
Q9Y258	CCL26
Q9Y258	CCL26
P23560	BDNF
P23560	BDNF
Q9UBW8	COPS7A
Q9BQI9	NRIP2
P23560	BDNF
P23560	BDNF
Q6UXB2	CXCL17
P23560	BDNF
P58499	FAM3B
Q03431	PTH1R
Q03431	PTH1R
O00175	CCL24
P23560	BDNF
P23560	BDNF
Q8IZJ4	RGL4
O00175	CCL24
P55008	AIF1
P23560	BDNF
Q03431	PTH1R
P33260	CYP2C18
P23560	BDNF
Q8IZF7	GPR111
Q03431	PTH1R
Q86SX6	GLRX5
Q8IZF7	GPR111
Q15797	SMAD1
Q9BVI4	NOC4L
Q8IZF7	GPR111
Q8NFV4	ABHD11
Q8TED0	UTP15
Q96AQ7	CIDEC
Q8NDM7	WDR96
Q7L8L6	FASTKD5
Q6ZSG2	FAM196A
Q15797	SMAD1
Q96DX8	RTP4
P13688	CEACAM1
P20592	MX2
Q9UMS6	SYNPO2
Q6NXT2	H3F3C
Q96DC9	OTUB2
Q13370	PDE3B
Q6UWK7	C10orf99
P53671	LIMK2
P14373	TRIM27
Q02643	GHRHR
P63096	GNAI1
Q9GZQ6	NPFFR1
Q13444	ADAM15
Q9GZQ6	NPFFR1
Q08050	FOXM1
Q13444	ADAM15
Q13444	ADAM15
P43250	GRK6
Q96HY6	DDRGK1
Q13444	ADAM15
P16422	EPCAM
Q6NTF9	RHBDD2
O95759	TBC1D8
O95759	TBC1D8
Q13444	ADAM15
Q13444	ADAM15
Q9Y5B6	GCFC1
O95025	SEMA3D
Q9H6S0	YTHDC2
P06731	CEACAM1
Q9UPZ3	HPS5
P00751	CFB
Q13444	ADAM15
Q9UPZ3	HPS5
P00751	CFB
O75355	ENTPD3
O75355	ENTPD3
Q13444	ADAM15
P39059	COL15A1
Q9UPZ3	HPS5
Q96JP9	CDHR1
Q9NVD7	PARVA
Q16181	SEPT7
Q5TBC7	BCL2L15
Q7KZN9	COX15
P20591	MX1
Q5JQF7	C6orf100
P20591	MX1
Q96EY4	C4orf43
P31997	CEACAM8
P11216	PYGB
Q9UBT6	POLK
Q13619	CUL4A
Q32M84	BTBD16
Q06587	RING1
O75467	ZNF324
Q9H015	SLC22A4
Q9HCM1	C12orf35
Q9Y3N9	OR2W1
P20591	MX1
O15342	ATP6V0E1
Q5SY16	NOL9
O76000	OR2B3
Q9HCM1	C12orf35
O76001	OR2J3
Q8NCF0	CLEC18C
Q8N5M9	JAGN1
Q16557	PSG3
Q9BQE3	TUBA1C
P0C0P6	NPS
Q8N584	TTC39C
Q9GZR7	DDX24
Q14019	COTL1
Q6ZQN5	FOXI2
Q17RH7	TPRXL
Q9NWS9	ZNF446
Q96EA4	CCDC99
Q96FE7	PIK3IP1
Q17RH7	TPRXL
Q14247	CTTN
P61278	SST
Q17RH7	TPRXL
Q6NZ63	STEAP1B
Q8N4N3	KLHL36
Q86TB3	ALPK2
Q9UC06	ZNF70
Q8IZF3	GPR115
Q8IZF3	GPR115
Q9UKI3	VPREB3
P48506	GCLC
Q9Y574	ASB4
Q8NCR9	CLRN3
P50914	RPL14
Q8WYQ4	C22orf15
P50914	RPL14
Q9Y2P5	SLC27A5
Q96K62	ZBTB45
Q8TCA0	LRRC20
Q8TCA0	LRRC20
Q9NZM6	PKD2L2
B2RXF5	ZBTB42
Q9Y6B7	AP4B1
Q9Y6B7	AP4B1
O75952	CABYR
Q8NI77	KIF18A
Q8IVH4	MMAA
Q6VVX0	CYP2R1
Q9UDY8	MALT1
Q15811	ITSN1
Q13263	TRIM28
Q9UJ83	HACL1
P36915	GNL1
O43633	CHMP2A
P35659	DEK
P61081	UBE2M
P51959	CCNG1
Q8N2K0	ABHD12
P28698	MZF1
Q9BY32	ITPA
P20849	COL9A1
Q9NVM9	C12orf11
Q9H0C3	TMEM117
Q96PU8	QKI
O76002	OR2J2
P00519	ABL1
Q8NFR9	IL17RE
P51959	CCNG1
O95988	TCL1B
Q16654	PDK4
Q8WYQ3	CHCHD10
Q6XQN6	NAPRT1
Q8NFR9	IL17RE
O15393	TMPRSS2
Q9BPZ7	MAPKAP1
O15393	TMPRSS2
Q96DE5	ANAPC16
Q9HBE1	PATZ1
Q9GZK4	OR2H1
P07437	TUBB
P23469	PTPRE
Q9GZK4	OR2H1
Q96PU8	QKI
Q8TB68	PRR7
Q14832	GRM3
Q9UQ74	PSG8
Q9GZK4	OR2H1
Q9GZK4	OR2H1
P24347	MMP11
Q9Y4F5	KIAA0284
P35410	MAS1L
A6NDA9	LRIT2
P11279	LAMP1
P56279	TCL1A
Q9P2V4	LRIT1
Q9HCE3	ZNF532
Q9BPZ7	MAPKAP1
Q8NFR9	IL17RE
Q9Y4L1	HYOU1
C9J302	C4orf51
Q9NPC6	MYOZ2
Q5RKV6	EXOSC6
P41219	PRPH
Q9BY50	SEC11C
P11464	PSG1
P10092	CALCB
Q9NX09	DDIT4
Q8NGS4	OR13F1
Q8NGS5	OR13C4
Q16653	MOG
Q96S59	RANBP9
P35221	CTNNA1
P07492	GRP
O76082	SLC22A5
Q8NGS6	OR13C3
Q9HB21	PLEKHA1
Q9Y295	DRG1
P49588	AARS
Q9HB21	PLEKHA1
Q8NGS7	OR13C8
Q9HB21	PLEKHA1
Q6U736	OPN5
Q8NBS3	SLC4A11
O15551	CLDN3
Q15477	SKIV2L
O14493	CLDN4
Q14691	GINS1
Q8IUR6	C5orf41
Q8TEW6	DOK4
Q14694	USP10
Q9NXW2	DNAJB12
P16671	CD36
Q9P1U0	ZNRD1
O14493	CLDN4
O14493	CLDN4
P16671	CD36
Q9P1U0	ZNRD1
Q9P1U0	ZNRD1
Q9P1U0	ZNRD1
P57078	RIPK4
P40425	PBX2
Q9NXW2	DNAJB12
Q9NXW2	DNAJB12
A8MWY0	KIAA1324L
Q5TC63	GRTP1
Q8NGS8	OR13C5
P16671	CD36
Q8NGS9	OR13C2
Q8N1B4	VPS52
Q16643	DBN1
Q9H816	DCLRE1B
P16671	CD36
Q9Y4L1	HYOU1
Q96G01	BICD1
Q14694	USP10
Q9Y2V3	RAX
P16671	CD36
P43246	MSH2
Q7Z7G2	CPLX4
Q5QGT7	RTP2
P52798	EFNA4
P16671	CD36
P79522	PRR3
Q12824	SMARCB1
Q9Y2I6	NINL
P33261	CYP2C19
Q9Y253	POLH
Q70EK8	USP53
Q92504	SLC39A7
Q17R98	ZNF827
Q8N4Q1	CHCHD4
Q92504	SLC39A7
Q9Y2I6	NINL
Q92887	ABCC2
A6NJ78	METTL15
Q70EK8	USP53
P52797	EFNA3
P30291	WEE1
Q8NGT0	OR13C9
Q8NGV5	OR13D1
P05231	IL6
Q8NDY3	ADPRHL1
P49257	LMAN1
Q16877	PFKFB4
Q8N6F8	WBSCR27
Q9HCQ5	GALNT9
P28347	TEAD1
P47804	RGR
Q9UFN0	NIPSNAP3A
P28347	TEAD1
Q86Z02	HIPK1
P05231	IL6
Q9Y4H4	GPSM3
Q9NPU4	C14orf132
Q9Y4H4	GPSM3
Q8N2I2	ZNF619
Q9NPU4	C14orf132
Q6ZMN7	PDZRN4
P16435	POR
Q8TCQ1	MARCH1
Q86Z02	HIPK1
Q86Z02	HIPK1
P16435	POR
Q99435	NELL2
Q9BSD3	C12orf32
Q99435	NELL2
Q7Z419	RNF144B
Q8WUD4	CCDC12
Q9NYF5	FAM13B
P20827	EFNA1
Q99435	NELL2
P41182	BCL6
O15455	TLR3
Q99435	NELL2
Q8WUD4	CCDC12
P41182	BCL6
Q99623	PHB2
P28067	HLA-DMA
Q00889	PSG6
P11712	CYP2C9
Q5TEA3	C20orf194
Q12962	TAF10
Q00889	PSG6
Q8WVJ2	NUDCD2
P30411	BDKRB2
Q9H511	KLHL31
Q9NRA8	EIF4ENIF1
Q9H511	KLHL31
Q5BIV9	SPRN
Q9NRA8	EIF4ENIF1
Q5BIV9	SPRN
Q6UE05	WBSCR28
Q9BS92	NIPSNAP3B
Q8N8D9	C5orf56
Q9H2S1	KCNN2
O14576	DYNC1I1
Q9UIM3	FKBPL
Q9BXW6	OSBPL1A
Q7RTX1	TAS1R1
Q9UMR2	DDX19B
Q8NE71	ABCF1
Q9NRN5	OLFML3
Q9NRA8	EIF4ENIF1
P59044	NLRP6
Q6PH85	DCUN1D2
Q8TBE9	NANP
Q99946	PRRT1
Q9UMR2	DDX19B
Q92506	HSD17B8
Q9BRV3	SLC50A1
Q9Y3M9	ZNF337
P06881	CALCA
Q9P2X7	DEC1
P16435	POR
Q12981	BNIP1
Q9BTT6	LRRC1
Q9Y3M9	ZNF337
P57071	PRDM15
Q9UQ72	PSG11
Q01484	ANK2
O75386	TULP3
Q5JQF7	C6orf100
P01258	CALCA
Q30134	HLA-DRB1
Q5Y7A7	HLA-DRB1
Q95IE3	HLA-DRB1
P01912	HLA-DRB1
Q9GIY3	HLA-DRB1
P20039	HLA-DRB1
Q9Y3N9	OR2W1
Q5Y7A7	HLA-DRB1
Q95IE3	HLA-DRB1
Q9GIY3	HLA-DRB1
P16435	POR
O76000	OR2B3
P01258	CALCA
P16435	POR
Q5T319	FAM182B
P16435	POR
Q9UKZ1	C2orf29
O75386	TULP3
P16435	POR
P06881	CALCA
P57071	PRDM15
P78417	GSTO1
Q9H0B8	CRISPLD2
Q9UGF5	OR14J1
Q5T1J6	FAM182A
P22459	KCNA4
Q06587	RING1
Q9UGF7	OR12D3
Q5EBN2	TRIM61
P58182	OR12D2
Q9BTV4	TMEM43
Q5T1J6	FAM182A
Q9P0U1	TOMM7
Q9BPX6	MICU1
Q17RA5	C21orf49
P16435	POR
P56749	CLDN12
P16435	POR
Q9UQ72	PSG11
Q17RA5	C21orf49
Q9GZK7	OR11A1
Q6UXH8	CCBE1
P16435	POR
Q9GZK7	OR11A1
Q16658	FSCN1
Q13794	PMAIP1
Q96Q80	DERL3
P16435	POR
Q13219	PAPPA
P56749	CLDN12
P32245	MC4R
Q9UQ72	PSG11
Q16658	FSCN1
Q9P2X0	DPM3
Q9P2X0	DPM3
Q96MZ4	C4orf39
Q9P2X0	DPM3
Q9NYP8	C21orf62
P47928	ID4
P56749	CLDN12
Q32M88	ATHL1
Q9HCM7	FBRSL1
Q9GZK4	OR2H1
Q9BZ01	FRG1B
Q9HBT6	CDH20
Q9GZK4	OR2H1
Q495X7	TRIM60
Q9GZK4	OR2H1
P55268	LAMB2
Q9GZK4	OR2H1
Q6UWJ1	TMCO3
P55268	LAMB2
Q9BZ01	FRG1B
Q5T7P8	SYT6
Q8N8N0	RNF152
Q8N6L1	KRTCAP2
Q5T7P8	SYT6
P01906	HLA-DQA2
Q96BZ4	PLD4
Q7Z494	NPHP3
Q13516	OLIG2
Q6ZW05	C6orf138
Q13516	OLIG2
P11465	PSG2
Q96A19	CCDC102A
P11465	PSG2
P11465	PSG2
Q7L9B9	EEPD1
Q13542	EIF4EBP2
Q93052	LPP
O95427	PIGN
O95427	PIGN
Q7Z494	NPHP3
Q96LP2	FAM81B
P01225	FSHB
P01225	FSHB
P30511	HLA-F
P10632	CYP2C8
Q96S42	NODAL
